Cluster,Center_Latitude,Center_Longitude,Total_Accidents,Dominant_Severity,Dominant_Weather,Dominant_Road_Type,Average_Speed,Average_Casualties,Peak_Hour,Fatal_Count,Serious_Count,Slight_Count
1978,51.025375,0.9950679,51,Slight,Fine No High Winds,Single Carriageway,32.94,1.49,14.0,0,5,46
2279,50.926888,-2.9121494,51,Slight,Fine No High Winds,Single Carriageway,29.61,1.2,11.0,0,8,43
1976,51.06784,0.85057545,51,Slight,Fine No High Winds,Single Carriageway,48.82,1.59,8.0,1,6,44
114,53.64979,-2.816156,51,Slight,Fine No High Winds,Single Carriageway,51.96,1.57,12.0,0,16,35
142,53.745045,-2.2216015,51,Slight,Fine No High Winds,Single Carriageway,58.24,1.9,16.0,2,11,38
486,53.72145,-1.9428599,51,Slight,Fine No High Winds,Single Carriageway,31.18,1.29,9.0,1,15,35
249,53.23176,-2.170947,51,Slight,Fine No High Winds,Single Carriageway,46.67,1.49,13.0,1,15,35
763,52.188198,-2.5099945,51,Slight,Fine No High Winds,Single Carriageway,33.14,1.25,9.0,0,8,43
1115,52.61326,-1.2562168,51,Slight,Fine No High Winds,Single Carriageway,52.55,1.49,17.0,1,3,47
2078,50.820652,-0.61165637,51,Slight,Fine No High Winds,Single Carriageway,31.18,1.24,8.0,0,8,43
2674,51.784744,-4.041111,51,Slight,Fine No High Winds,Single Carriageway,33.33,1.22,16.0,1,9,41
1375,52.05897,0.7134595,51,Slight,Fine No High Winds,Single Carriageway,42.35,1.41,17.0,1,5,45
1430,52.027924,-0.2864795,51,Slight,Fine No High Winds,Single Carriageway,40.98,1.22,8.0,1,9,41
647,52.378235,-1.7866088,51,Slight,Fine No High Winds,Dual Carriageway,56.67,1.37,8.0,0,3,48
128,53.713673,-2.532285,51,Slight,Fine No High Winds,Dual Carriageway,68.24,2.16,8.0,1,7,43
174,53.51281,-2.6880653,51,Slight,Fine No High Winds,Single Carriageway,56.86,1.61,9.0,3,6,42
884,53.24354,-1.9406562,51,Slight,Fine No High Winds,Single Carriageway,41.57,1.39,17.0,1,9,41
2476,51.500492,-1.589051,51,Slight,Fine No High Winds,Dual Carriageway,67.65,1.49,15.0,1,4,46
983,52.98701,-1.0370044,51,Slight,Fine No High Winds,Single Carriageway,31.57,1.31,17.0,1,6,44
2140,50.432846,-4.967295,51,Slight,Fine No High Winds,Single Carriageway,56.08,1.84,18.0,1,4,46
2846,56.152798,-3.8036864,51,Slight,Fine No High Winds,Single Carriageway,30.59,1.12,15.0,0,5,46
2791,56.0851,-3.380105,51,Slight,Fine No High Winds,Single Carriageway,45.1,1.25,18.0,0,7,44
1442,51.866215,-0.45636773,51,Slight,Fine No High Winds,Single Carriageway,36.27,1.2,15.0,0,11,40
43,54.84494,-3.0569174,50,Slight,Fine No High Winds,Single Carriageway,57.0,1.6,9.0,1,5,44
1384,52.247726,0.8084519,50,Slight,Fine No High Winds,Single Carriageway,49.4,1.48,12.0,0,6,44
1399,52.002365,1.0561521,50,Slight,Fine No High Winds,Dual Carriageway,58.2,1.48,18.0,1,4,45
1261,52.546757,-0.3344078,50,Slight,Fine No High Winds,Dual Carriageway,61.2,1.48,16.0,0,4,46
569,53.566113,-0.5531801,50,Slight,Fine No High Winds,Single Carriageway,30.6,1.42,16.0,0,9,41
217,53.200428,-2.630867,50,Slight,Fine No High Winds,Single Carriageway,59.6,1.46,16.0,2,11,37
1716,51.39899,-0.90672183,50,Slight,Fine No High Winds,Single Carriageway,36.6,1.36,7.0,1,9,40
1749,51.199963,-1.4475209,50,Slight,Fine No High Winds,Dual Carriageway,68.0,1.24,17.0,1,12,37
784,52.906784,-2.894496,50,Slight,Fine No High Winds,Single Carriageway,32.2,1.22,12.0,1,4,45
2485,50.87728,-1.9774408,50,Slight,Fine No High Winds,Single Carriageway,58.0,1.98,17.0,3,10,37
2490,50.74294,-2.1239214,50,Slight,Fine No High Winds,Single Carriageway,56.4,1.58,15.0,1,14,35
769,52.881527,-3.039679,50,Slight,Fine No High Winds,Single Carriageway,57.0,1.46,15.0,0,11,39
1245,52.066055,0.05157392,50,Slight,Fine No High Winds,Single Carriageway,58.0,1.94,7.0,5,13,32
915,52.88574,-1.5448266,50,Slight,Fine No High Winds,Dual Carriageway,55.8,1.5,18.0,2,5,43
2928,55.602047,-4.3842564,50,Slight,Fine No High Winds,Single Carriageway,40.2,1.28,15.0,0,7,43
322,54.7141,-1.5023347,50,Slight,Fine No High Winds,Single Carriageway,38.2,1.62,17.0,0,11,39
3160,50.147236,-5.4775023,50,Slight,Fine No High Winds,Single Carriageway,47.4,1.4,17.0,1,5,44
938,53.38808,-1.0630797,50,Slight,Fine No High Winds,Dual Carriageway,55.0,1.44,12.0,1,5,44
1541,51.71162,0.6170387,50,Slight,Fine No High Winds,Single Carriageway,56.6,1.58,14.0,1,13,36
341,54.85377,-1.6726353,50,Slight,Fine No High Winds,Single Carriageway,32.4,1.26,14.0,0,8,42
1912,51.23438,1.1405085,50,Slight,Fine No High Winds,Dual Carriageway,63.6,1.34,8.0,1,9,40
88,53.851974,-2.7452123,50,Slight,Fine No High Winds,Single Carriageway,44.6,1.74,16.0,0,13,37
2735,57.542812,-2.9547315,50,Slight,Fine No High Winds,Single Carriageway,30.0,1.14,16.0,2,10,38
2316,51.27571,-2.777078,50,Slight,Fine No High Winds,Single Carriageway,28.8,1.2,15.0,0,11,39
1156,52.52987,-1.1801738,50,Slight,Fine No High Winds,Single Carriageway,64.2,1.54,15.0,2,6,42
861,52.96431,-1.4145825,50,Slight,Fine No High Winds,Single Carriageway,49.8,1.54,17.0,0,5,45
1285,52.22367,-0.13980554,50,Slight,Fine No High Winds,Single Carriageway,59.8,1.78,8.0,1,11,38
327,54.766014,-1.522819,50,Slight,Fine No High Winds,Single Carriageway,52.6,2.1,11.0,1,5,44
1484,52.044918,-0.0581241,50,Slight,Fine No High Winds,Dual Carriageway,67.6,1.54,8.0,0,12,38
133,53.83194,-2.2628477,50,Slight,Fine No High Winds,Single Carriageway,51.2,1.78,12.0,1,9,40
913,52.76728,-1.634296,50,Slight,Fine No High Winds,Single Carriageway,59.8,1.38,14.0,2,7,41
1567,51.529194,0.27740952,50,Slight,Fine No High Winds,Dual Carriageway,66.2,1.46,18.0,2,9,39
2570,53.06089,-2.933999,50,Slight,Fine No High Winds,Single Carriageway,58.6,1.5,8.0,0,8,42
1572,51.72371,0.20449327,50,Slight,Fine No High Winds,Single Carriageway,57.8,1.34,9.0,1,15,34
2390,51.79481,-2.6161294,49,Slight,Fine No High Winds,Single Carriageway,30.41,1.2,15.0,0,7,42
1738,50.96294,-1.5665331,49,Slight,Fine No High Winds,Single Carriageway,41.63,1.41,9.0,1,7,41
1508,51.851654,0.5246121,49,Slight,Fine No High Winds,Roundabout,52.86,1.16,16.0,1,12,36
1244,52.66014,-0.30721712,49,Slight,Fine No High Winds,Single Carriageway,51.02,1.47,8.0,0,7,42
673,52.7348,-2.026608,49,Slight,Fine No High Winds,Single Carriageway,55.71,1.8,17.0,0,6,43
2406,51.92817,-2.1378233,49,Slight,Fine No High Winds,Dual Carriageway,61.43,1.78,15.0,3,13,33
566,53.525078,-0.8238083,49,Slight,Fine No High Winds,Single Carriageway,30.82,1.45,16.0,1,12,36
682,52.693134,-2.1298048,49,Slight,Fine No High Winds,Single Carriageway,56.33,1.37,17.0,0,2,47
2562,52.92702,-4.1313787,49,Slight,Fine No High Winds,Single Carriageway,32.04,1.22,13.0,0,13,36
3334,50.9844,0.47570473,49,Slight,Fine No High Winds,Single Carriageway,48.78,1.45,16.0,4,15,30
3071,51.72225,-0.53474605,49,Slight,Fine No High Winds,Single Carriageway,32.04,1.29,8.0,0,6,43
2069,51.084343,-0.13316903,49,Slight,Fine No High Winds,Single Carriageway,58.16,1.41,8.0,1,10,38
2307,51.40337,-2.3098407,49,Slight,Fine No High Winds,Single Carriageway,36.53,1.2,15.0,0,3,46
925,52.870056,-1.3959395,49,Slight,Fine No High Winds,Dual Carriageway,66.33,1.18,8.0,0,6,43
504,53.662292,-1.7228287,49,Slight,Fine No High Winds,Single Carriageway,34.08,1.61,12.0,0,8,41
1195,52.28096,-0.64499074,49,Slight,Fine No High Winds,Single Carriageway,30.82,1.33,16.0,1,8,40
2099,50.85934,-0.730474,49,Slight,Fine No High Winds,Single Carriageway,60.82,1.63,17.0,0,11,38
756,51.85207,-2.6608176,49,Slight,Fine No High Winds,Dual Carriageway,63.06,1.63,10.0,2,6,41
2469,51.5827,-2.097016,49,Slight,Fine No High Winds,Single Carriageway,32.86,1.14,17.0,0,11,38
3010,52.241783,-2.1344342,49,Slight,Fine No High Winds,Dual Carriageway,66.53,1.51,13.0,3,6,40
2944,55.085434,-3.5935972,49,Slight,Fine No High Winds,Single Carriageway,48.37,1.31,17.0,0,7,42
2228,50.89207,-3.371451,49,Slight,Fine No High Winds,Single Carriageway,41.22,1.27,18.0,0,6,43
1973,51.3083,0.5425323,49,Slight,Fine No High Winds,Single Carriageway,52.04,1.39,19.0,2,7,40
2577,52.93705,-3.057297,49,Slight,Fine No High Winds,Single Carriageway,34.49,1.41,11.0,0,6,43
2044,50.904186,-0.10947596,49,Slight,Fine No High Winds,Single Carriageway,53.47,1.39,17.0,0,10,39
626,54.51283,-1.290179,49,Slight,Fine No High Winds,Single Carriageway,54.69,1.59,17.0,3,7,39
2742,57.22488,-2.1571178,49,Slight,Fine No High Winds,Single Carriageway,58.78,1.49,16.0,0,13,36
955,53.39217,-1.1158903,49,Slight,Fine No High Winds,Single Carriageway,43.06,1.59,15.0,2,10,37
401,54.15055,-0.7747424,49,Slight,Fine No High Winds,Single Carriageway,57.14,1.55,11.0,1,11,37
3305,51.945866,-0.022331756,49,Slight,Fine No High Winds,Single Carriageway,39.39,1.27,8.0,1,8,40
658,52.94569,-2.342907,49,Slight,Fine No High Winds,Single Carriageway,58.37,1.27,8.0,1,5,43
1720,51.46194,-1.503237,49,Slight,Fine No High Winds,Dual Carriageway,67.76,1.49,14.0,2,6,41
2249,50.59287,-3.675889,49,Slight,Fine No High Winds,Single Carriageway,39.18,1.22,13.0,0,10,39
2312,50.97256,-3.1952355,49,Slight,Fine No High Winds,Dual Carriageway,66.53,1.69,12.0,0,11,38
312,54.685074,-1.4356431,49,Slight,Fine No High Winds,Single Carriageway,42.65,1.2,12.0,1,9,39
1997,51.175808,1.2144299,49,Slight,Fine No High Winds,Dual Carriageway,66.12,1.67,15.0,1,6,42
3031,53.271446,-0.9575248,49,Slight,Fine No High Winds,Dual Carriageway,55.31,1.63,7.0,0,5,44
998,52.76565,-0.12627682,49,Slight,Fine No High Winds,Single Carriageway,59.59,1.73,6.0,0,11,38
222,53.27712,-2.5986753,49,Slight,Fine No High Winds,Single Carriageway,55.71,1.82,18.0,0,15,34
477,53.76781,-1.4180754,49,Slight,Fine No High Winds,Single Carriageway,31.22,1.24,15.0,0,13,36
1194,52.25497,-0.76068205,48,Slight,Fine No High Winds,Dual Carriageway,66.04,1.58,8.0,3,12,33
2440,51.19041,-1.7615534,48,Slight,Fine No High Winds,Single Carriageway,38.54,1.23,8.0,0,7,41
534,53.596115,-1.3839093,48,Slight,Fine No High Winds,Single Carriageway,34.38,1.48,22.0,2,7,39
1119,52.54006,-1.3172454,48,Slight,Fine No High Winds,Dual Carriageway,64.17,1.69,17.0,0,8,40
1120,52.712452,-1.0842265,48,Slight,Fine No High Winds,Single Carriageway,63.33,1.4,15.0,1,8,39
2073,50.90578,0.04767925,48,Slight,Fine No High Winds,Single Carriageway,58.75,1.81,13.0,1,18,29
425,53.76326,-1.2837453,48,Slight,Fine No High Winds,Dual Carriageway,62.08,1.33,12.0,1,12,35
2640,51.535904,-3.4399235,48,Slight,Fine No High Winds,Single Carriageway,36.25,1.25,19.0,1,4,43
1780,51.089962,-1.163442,48,Slight,Fine No High Winds,Single Carriageway,31.25,1.15,11.0,1,11,36
325,54.736485,-1.587907,48,Slight,Fine No High Winds,Single Carriageway,56.46,1.69,16.0,1,7,40
294,54.992153,-1.8348697,48,Slight,Fine No High Winds,Single Carriageway,61.25,1.5,7.0,0,12,36
2098,51.088593,-0.07406275,48,Slight,Fine No High Winds,Single Carriageway,50.0,1.29,17.0,0,5,43
1262,52.319324,0.35805476,48,Slight,Fine No High Winds,Single Carriageway,54.17,1.46,17.0,0,11,37
72,53.80221,-2.929638,48,Slight,Fine No High Winds,Single Carriageway,55.42,2.04,12.0,0,14,34
55,54.85347,-3.0208247,48,Slight,Fine No High Winds,Single Carriageway,60.0,1.33,14.0,1,5,42
156,53.389347,-2.7673447,48,Slight,Fine No High Winds,Single Carriageway,40.83,1.4,15.0,1,10,37
1297,52.509075,1.248517,48,Slight,Fine No High Winds,Single Carriageway,54.58,1.35,16.0,1,9,38
2733,57.063663,-2.1389923,48,Slight,Fine No High Winds,Dual Carriageway,48.96,1.27,7.0,2,10,36
2333,51.452038,-2.3885725,48,Slight,Fine No High Winds,Single Carriageway,60.0,1.48,7.0,1,4,43
1510,51.825428,0.6861079,48,Slight,Fine No High Winds,Dual Carriageway,67.5,1.4,12.0,2,5,41
1953,51.11716,1.1631681,48,Slight,Fine No High Winds,Single Carriageway,34.17,1.31,11.0,1,4,43
475,53.75311,-1.3837665,48,Slight,Fine No High Winds,Single Carriageway,31.25,1.42,15.0,2,7,39
1045,53.13716,0.3009221,48,Slight,Fine No High Winds,Single Carriageway,51.46,1.58,8.0,0,6,42
99,53.558914,-2.8350022,48,Slight,Fine No High Winds,Single Carriageway,42.5,1.6,8.0,1,6,41
3063,52.308247,0.49155414,48,Slight,Fine No High Winds,Single Carriageway,51.25,1.35,8.0,1,9,38
1055,53.382523,-0.21653675,48,Slight,Fine No High Winds,Single Carriageway,58.12,1.33,8.0,1,7,40
194,53.32509,-2.3961992,48,Slight,Fine No High Winds,Single Carriageway,54.58,1.33,16.0,2,7,39
103,53.55483,-2.9602785,48,Slight,Fine No High Winds,Single Carriageway,56.25,1.69,16.0,0,13,35
1220,52.625355,-0.109858416,48,Slight,Fine No High Winds,Roundabout,58.96,1.21,9.0,0,11,37
724,52.313004,-2.5935397,48,Slight,Fine No High Winds,Single Carriageway,33.96,1.23,16.0,2,8,38
806,52.30189,-1.6510063,48,Slight,Fine No High Winds,Single Carriageway,55.62,1.67,17.0,0,11,37
1152,52.722294,-1.4904121,48,Slight,Fine No High Winds,Single Carriageway,62.92,1.5,7.0,0,6,42
3041,53.107864,0.2432601,48,Slight,Fine No High Winds,Single Carriageway,45.0,1.71,14.0,1,7,40
2139,50.402344,-5.025515,47,Slight,Fine No High Winds,Single Carriageway,42.13,1.89,12.0,0,2,45
1961,51.32403,1.0681219,47,Slight,Fine No High Winds,Single Carriageway,58.09,1.53,18.0,0,7,40
2514,50.726475,-2.9373815,47,Slight,Fine No High Winds,Single Carriageway,31.28,1.28,14.0,1,8,38
2234,50.34984,-3.9950883,47,Slight,Fine No High Winds,Single Carriageway,44.47,1.21,12.0,0,10,37
2315,51.39621,-2.7587843,47,Slight,Fine No High Winds,Single Carriageway,50.21,1.55,12.0,0,9,38
1819,50.982395,-0.96421796,47,Slight,Fine No High Winds,Dual Carriageway,65.11,1.47,7.0,2,6,39
2206,50.68044,-3.5163782,47,Slight,Fine No High Winds,Dual Carriageway,64.89,1.17,8.0,0,5,42
2419,51.93211,-2.4061356,47,Slight,Fine No High Winds,Single Carriageway,35.11,1.4,15.0,0,9,38
1950,51.255184,0.99290466,47,Slight,Fine No High Winds,Single Carriageway,49.36,1.68,11.0,1,3,43
2827,55.599354,-2.4328082,47,Slight,Fine No High Winds,Single Carriageway,30.64,1.11,16.0,0,12,35
2326,51.31451,-2.8322556,47,Slight,Fine No High Winds,Single Carriageway,33.4,1.53,16.0,0,4,43
2410,51.84279,-2.5161045,47,Slight,Fine No High Winds,Single Carriageway,39.79,1.34,17.0,2,5,40
1907,51.36594,0.30176497,47,Slight,Fine No High Winds,Single Carriageway,34.89,1.26,9.0,2,8,37
2061,51.01038,-0.14064284,47,Slight,Fine No High Winds,Single Carriageway,31.06,1.13,16.0,0,4,43
2162,50.378147,-4.7969437,47,Slight,Fine No High Winds,Single Carriageway,37.66,1.26,12.0,2,8,37
1946,51.10897,0.8525532,47,Slight,Fine No High Winds,Single Carriageway,48.72,1.85,17.0,1,11,35
2778,56.217705,-3.154815,47,Slight,Fine No High Winds,Single Carriageway,49.79,1.36,11.0,2,7,38
440,53.92183,-1.1004248,47,Slight,Fine No High Winds,Single Carriageway,43.83,1.21,17.0,0,7,40
269,54.958942,-1.8178012,47,Slight,Fine No High Winds,Single Carriageway,57.23,1.66,15.0,0,12,35
1549,51.8212,1.1378083,47,Slight,Fine No High Winds,Single Carriageway,51.7,1.68,8.0,3,13,31
3202,50.792786,-2.1069016,47,Slight,Fine No High Winds,Single Carriageway,59.57,1.74,7.0,2,6,39
1258,52.559757,-0.36374572,47,Slight,Fine No High Winds,Dual Carriageway,70.0,1.47,17.0,2,9,36
677,52.85873,-2.2529364,47,Slight,Fine No High Winds,Single Carriageway,34.47,1.04,8.0,0,3,44
1611,51.985447,-0.8313307,47,Slight,Fine No High Winds,Single Carriageway,59.79,1.53,17.0,3,4,40
346,54.798615,-1.6720122,47,Slight,Fine No High Winds,Single Carriageway,35.11,1.51,17.0,0,7,40
241,53.21362,-2.6549478,47,Slight,Fine No High Winds,Single Carriageway,48.09,1.43,16.0,1,12,34
1644,51.671246,-1.3626165,47,Slight,Fine No High Winds,Single Carriageway,42.55,1.43,8.0,0,11,36
197,53.16366,-2.676228,47,Slight,Fine No High Winds,Single Carriageway,51.7,1.38,15.0,2,10,35
119,53.726475,-2.7853706,47,Slight,Fine No High Winds,Single Carriageway,30.21,1.26,17.0,2,11,34
1806,51.058777,-1.2628282,47,Slight,Fine No High Winds,Single Carriageway,60.85,1.28,13.0,1,16,30
3344,51.396877,-2.0453649,47,Slight,Fine No High Winds,Single Carriageway,58.09,1.38,8.0,0,8,39
1265,52.09998,0.03453287,47,Slight,Fine No High Winds,Single Carriageway,58.09,1.79,8.0,2,11,34
592,53.791443,-0.6114066,47,Slight,Fine No High Winds,Single Carriageway,60.0,1.62,12.0,0,6,41
1444,51.89531,-0.5904619,47,Slight,Fine No High Winds,Single Carriageway,51.28,1.32,18.0,1,5,41
106,53.825523,-2.7175152,46,Slight,Fine No High Winds,Dual Carriageway,68.04,1.5,11.0,1,4,41
63,53.835094,-2.9128537,46,Slight,Fine No High Winds,Single Carriageway,50.43,1.67,17.0,2,11,33
1726,51.404476,-1.1337498,46,Slight,Fine No High Winds,Single Carriageway,54.78,1.22,16.0,2,11,33
54,54.763916,-3.32806,46,Slight,Fine No High Winds,Single Carriageway,32.61,1.35,10.0,1,5,40
1721,51.472435,-1.5297496,46,Slight,Fine No High Winds,Dual Carriageway,66.74,1.89,11.0,0,9,37
2192,51.071415,-4.1233535,46,Slight,Fine No High Winds,Single Carriageway,36.52,1.2,18.0,0,5,41
907,53.28859,-1.2610689,46,Slight,Fine No High Winds,Single Carriageway,49.57,1.72,16.0,0,4,42
3132,51.390636,0.35453773,46,Slight,Fine No High Winds,Single Carriageway,41.52,1.48,22.0,1,10,35
669,52.885174,-2.1359212,46,Slight,Fine No High Winds,Dual Carriageway,51.09,1.2,8.0,2,5,39
2256,50.597355,-3.6142824,46,Slight,Fine No High Winds,Single Carriageway,57.39,1.59,15.0,3,6,37
936,52.9863,-0.9865734,46,Slight,Fine No High Winds,Single Carriageway,47.17,1.5,7.0,0,6,40
83,54.009205,-2.8181076,46,Slight,Fine No High Winds,Single Carriageway,58.26,1.5,7.0,0,12,34
2040,50.83283,-0.64058703,46,Slight,Fine No High Winds,Single Carriageway,30.0,1.11,8.0,0,6,40
3058,52.25125,-0.26593584,46,Slight,Fine No High Winds,Single Carriageway,50.65,1.54,8.0,0,5,41
3007,52.768333,-2.0583177,46,Slight,Fine No High Winds,Single Carriageway,45.43,1.26,8.0,1,1,44
1301,52.623695,1.6021571,46,Slight,Fine No High Winds,Single Carriageway,57.61,1.85,9.0,1,4,41
2129,50.205418,-5.116962,46,Slight,Fine No High Winds,Single Carriageway,44.57,1.54,9.0,5,2,39
1023,53.13939,-0.71109986,46,Slight,Fine No High Winds,Dual Carriageway,68.04,1.83,16.0,3,12,31
1647,51.837948,-1.3366725,46,Slight,Fine No High Winds,Roundabout,56.74,1.17,7.0,0,6,40
1694,52.102238,-0.6907976,46,Slight,Fine No High Winds,Single Carriageway,62.17,1.7,7.0,1,6,39
1951,51.359676,1.1701108,46,Slight,Fine No High Winds,Single Carriageway,58.91,1.59,7.0,2,7,37
2342,51.1626,-3.3929875,46,Slight,Fine No High Winds,Single Carriageway,52.17,1.85,18.0,1,10,35
1010,52.68561,-0.13310356,46,Slight,Fine No High Winds,Single Carriageway,57.39,1.85,17.0,5,7,34
781,52.902004,-2.6257653,46,Slight,Fine No High Winds,Single Carriageway,58.7,1.63,8.0,1,13,32
820,52.308987,-1.5730458,46,Slight,Fine No High Winds,Slip Road,64.13,1.35,17.0,0,4,42
1094,53.39324,-0.54850864,46,Slight,Fine No High Winds,Single Carriageway,57.39,1.48,10.0,3,6,37
1593,51.69763,-0.7386798,46,Slight,Fine No High Winds,Single Carriageway,30.0,1.15,16.0,0,7,39
603,53.828007,-0.46112308,46,Slight,Fine No High Winds,Single Carriageway,52.39,1.59,11.0,1,11,34
2943,54.940887,-3.929634,46,Slight,Fine No High Winds,Single Carriageway,30.22,1.11,15.0,0,8,38
1793,50.73831,-1.2693479,46,Slight,Fine No High Winds,Single Carriageway,43.04,1.39,16.0,0,11,35
1575,51.718887,0.018193392,46,Slight,Fine No High Winds,Single Carriageway,55.0,1.43,17.0,1,12,33
765,52.715916,-2.8192046,46,Slight,Fine No High Winds,Single Carriageway,59.35,2.0,16.0,0,8,38
1460,51.87511,0.13402224,46,Slight,Fine No High Winds,Single Carriageway,51.09,1.37,17.0,0,4,42
838,52.35516,-1.3913202,46,Slight,Fine No High Winds,Dual Carriageway,56.74,1.24,7.0,1,7,38
526,53.49301,-1.0209981,46,Slight,Fine No High Winds,Single Carriageway,35.0,1.33,17.0,0,10,36
2004,51.393814,0.32653862,46,Slight,Fine No High Winds,Single Carriageway,33.04,1.52,8.0,0,6,40
1254,52.310966,0.057247676,46,Slight,Fine No High Winds,Single Carriageway,31.96,1.15,15.0,1,6,39
1845,51.24067,-0.29045233,46,Slight,Fine No High Winds,Single Carriageway,44.57,1.5,7.0,1,7,38
1468,51.830444,-0.058188867,46,Slight,Fine No High Winds,Single Carriageway,56.96,1.46,8.0,0,2,44
2897,55.95607,-3.9512277,46,Slight,Fine No High Winds,Single Carriageway,35.22,1.28,15.0,0,15,31
489,53.62268,-1.4123441,46,Slight,Fine No High Winds,Single Carriageway,31.74,1.28,16.0,1,14,31
2868,55.783302,-4.3472466,46,Slight,Fine No High Winds,Dual Carriageway,42.39,1.35,15.0,0,8,38
1597,51.897255,-0.71671915,46,Slight,Fine No High Winds,Single Carriageway,38.04,1.43,18.0,2,5,39
2292,51.065834,-3.0229816,46,Slight,Fine No High Winds,Dual Carriageway,63.48,1.52,11.0,2,6,38
1286,52.22838,0.18007305,45,Slight,Fine No High Winds,Single Carriageway,62.89,1.31,8.0,0,8,37
2796,56.209335,-3.0474823,45,Slight,Fine No High Winds,Single Carriageway,29.56,1.22,15.0,0,12,33
902,53.289745,-1.204667,45,Slight,Fine No High Winds,Single Carriageway,48.0,1.69,10.0,2,3,40
2964,53.086773,-2.6641624,45,Slight,Fine No High Winds,Single Carriageway,58.22,1.49,10.0,0,18,27
604,53.68569,-0.9870585,45,Slight,Fine No High Winds,Single Carriageway,52.67,1.53,14.0,2,12,31
2417,51.990223,-1.7029796,45,Slight,Fine No High Winds,Single Carriageway,32.67,1.22,17.0,0,6,39
321,54.775276,-1.5044206,45,Slight,Fine No High Winds,Single Carriageway,32.67,1.42,15.0,0,5,40
2070,51.110504,0.023595823,45,Slight,Fine No High Winds,Single Carriageway,43.33,1.36,8.0,1,9,35
1592,51.942444,-0.8797372,45,Slight,Fine No High Winds,Single Carriageway,35.56,1.27,18.0,0,10,35
905,53.16075,-1.5080979,45,Slight,Fine No High Winds,Single Carriageway,59.78,1.56,17.0,1,6,38
2389,51.9319,-2.0675738,45,Slight,Fine No High Winds,Single Carriageway,48.67,1.29,11.0,0,7,38
619,54.566986,-0.9388044,45,Slight,Fine No High Winds,Single Carriageway,35.11,1.36,15.0,1,10,34
1127,52.772354,-0.9855186,45,Slight,Fine No High Winds,Single Carriageway,59.78,1.51,12.0,1,8,36
1696,51.40173,-0.70481926,45,Slight,Fine No High Winds,Single Carriageway,44.44,1.42,8.0,0,4,41
1970,50.95014,0.9063958,45,Slight,Fine No High Winds,Single Carriageway,31.78,1.16,15.0,1,8,36
444,54.094765,-0.8821518,45,Slight,Fine No High Winds,Single Carriageway,63.33,1.62,12.0,3,12,30
293,54.90273,-1.6784189,45,Slight,Fine No High Winds,Single Carriageway,59.33,1.62,16.0,1,12,32
646,52.38117,-1.7530019,45,Slight,Fine No High Winds,Single Carriageway,30.44,1.24,12.0,1,6,38
1161,52.36234,-0.681141,45,Slight,Fine No High Winds,Single Carriageway,29.56,1.11,18.0,0,11,34
2754,56.59083,-3.3365035,45,Slight,Fine No High Winds,Single Carriageway,29.78,1.24,13.0,0,12,33
571,53.63443,-0.6188289,45,Slight,Fine No High Winds,Single Carriageway,58.22,1.42,7.0,1,10,34
2010,50.774708,0.14764163,45,Slight,Fine No High Winds,Single Carriageway,56.89,1.42,7.0,1,10,34
1759,50.921955,-1.159186,45,Slight,Fine No High Winds,Single Carriageway,56.22,1.42,16.0,1,13,31
1080,53.155838,-0.6730117,45,Slight,Fine No High Winds,Roundabout,67.11,1.24,19.0,0,3,42
2631,51.61096,-3.5843463,45,Slight,Fine No High Winds,Single Carriageway,30.44,1.51,10.0,0,6,39
1406,52.3286,1.6775533,45,Slight,Fine No High Winds,Single Carriageway,30.0,1.29,11.0,3,4,38
274,55.102592,-1.6173104,45,Slight,Fine No High Winds,Dual Carriageway,60.67,1.24,9.0,1,3,41
35,54.589382,-3.5433302,45,Slight,Fine No High Winds,Single Carriageway,41.56,1.47,16.0,2,5,38
555,53.597076,-0.19149494,45,Slight,Fine No High Winds,Dual Carriageway,66.89,2.16,7.0,0,9,36
1366,52.272884,0.787951,45,Slight,Fine No High Winds,Single Carriageway,46.89,1.47,15.0,2,9,34
600,53.87833,-0.3126395,45,Slight,Fine No High Winds,Single Carriageway,58.44,1.73,7.0,0,12,33
1343,52.637512,1.4529412,45,Slight,Fine No High Winds,Dual Carriageway,56.67,1.42,7.0,0,7,38
1695,52.120155,-0.806782,45,Slight,Fine No High Winds,Dual Carriageway,67.11,1.82,8.0,2,1,42
860,53.061165,-1.3425763,45,Slight,Fine No High Winds,Single Carriageway,30.89,1.24,15.0,0,12,33
1825,51.186577,-1.4081628,45,Slight,Fine No High Winds,Dual Carriageway,66.44,1.33,8.0,0,6,39
2062,50.761112,0.20399435,45,Slight,Fine No High Winds,Single Carriageway,41.56,1.47,11.0,0,8,37
109,53.676052,-2.9248617,45,Slight,Fine No High Winds,Single Carriageway,45.11,1.56,17.0,1,14,30
819,52.165215,-1.8560455,45,Slight,Fine No High Winds,Single Carriageway,34.22,1.11,17.0,1,7,37
2055,51.00804,0.22440644,44,Slight,Fine No High Winds,Single Carriageway,48.86,1.7,8.0,2,5,37
2378,51.44115,-2.4700067,44,Slight,Fine No High Winds,Single Carriageway,30.23,1.32,8.0,0,4,40
2660,51.583424,-3.4689424,44,Slight,Fine No High Winds,Single Carriageway,34.09,1.48,16.0,2,4,38
681,52.683487,-2.0697002,44,Slight,Fine No High Winds,Single Carriageway,49.77,1.66,17.0,1,2,41
